64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 0
64900, 8191
64900, 8191
64900, 8191
64900, 8190
64900, 8190
64900, 8190
64900, 8189
64900, 8188
64900, 8187
64900, 8187
64900, 8186
64900, 8185
64900, 8184
64900, 8183
64900, 8183
64900, 8182
64900, 8181
64900, 8180
64900, 8180
64900, 8180
64900, 8179
64900, 8178
64900, 8177
64900, 8176
64900, 8175
64900, 8174
64900, 8173
64900, 8172
64900, 8170
64900, 8169
64900, 8169
64900, 8169
64900, 8169
64900, 8168
64900, 8166
64900, 8166
64900, 8166
64900, 8165
64900, 8163
64900, 8162
64900, 8161
64900, 8159
64900, 8158
64900, 8157
64900, 8155
64900, 8154
64900, 8153
64900, 8154
64900, 8153
64900, 8151
64900, 8150
64900, 8148
64900, 8147
64900, 8145
64900, 8144
64900, 8144
64900, 8143
64900, 8143
64900, 8143
64900, 8143
64900, 8141
64900, 8140
64900, 8140
64900, 8138
64900, 8137
64900, 8135
64900, 8133
64900, 8132
64900, 8130
64900, 8128
64900, 8126
64900, 8125
64900, 8123
64900, 8122
64900, 8122
64900, 8122
64900, 8122
64900, 8122
64900, 8122
64900, 8122
64900, 8121
64900, 8120
64900, 8119
64900, 8117
64900, 8115
64900, 8113
64900, 8111
64900, 8109
64900, 8108
64900, 8106
64900, 8104
64900, 8102
64900, 8102
64900, 8102
64900, 8102
64900, 8101
64900, 8099
64900, 8098
64900, 8098
64900, 8098
64900, 8096
64900, 8094
64900, 8092
64900, 8090
64900, 8088
64900, 8085
64900, 8083
64900, 8083
64900, 8083
64900, 8084
64900, 8084
64900, 8083
64900, 8081
64900, 8081
64900, 8080
64900, 8077
64900, 8075
64900, 8073
64900, 8071
64900, 8069
64900, 8066
64900, 8064
64900, 8064
64900, 8064
64900, 8064
64900, 8064
64900, 8063
64900, 8063
64900, 8061
64900, 8058
64900, 8056
64900, 8056
64900, 8056
64900, 8053
64900, 8051
64900, 8049
64900, 8048
64900, 8048
64900, 8048
64900, 8048
64900, 8048
64900, 8047
64900, 8045
64900, 8042
64900, 8040
64900, 8038
64900, 8035
64900, 8033
64900, 8030
64900, 8028
64900, 8028
64900, 8028
64900, 8028
64900, 8028
64900, 8027
64900, 8025
64900, 8022
64900, 8020
64900, 8017
64900, 8015
64900, 8012
64900, 8010
64900, 8008
64900, 8007
64900, 8007
64900, 8007
64900, 8007
64900, 8008
64900, 8006
64900, 8003
64900, 8001
64900, 8002
64900, 8000
64900, 7997
64900, 7995
64900, 7992
64900, 7991
64900, 7991
64900, 7991
64900, 7990
64900, 7988
64900, 7988
64900, 7985
64900, 7982
64900, 7980
64900, 7977
64900, 7975
64900, 7972
64900, 7970
64900, 7970
64900, 7970
64900, 7969
64900, 7969
64900, 7966
64900, 7964
64900, 7961
64900, 7959
64900, 7956
64900, 7954
